id,area,capability,category,old_entry,backend_api,v2_location,test_ids,status,source,note
C-125,真值表编辑,mux 头部标出被跳过的死分支（靠后重复 case）,保留,MW._update_mux_header（shadowed_note）,mux_gen.make_mux_vectors（meta）,,,待落点,gui:_update_mux_header,文档没写代码里有：被跳过的重复 case 是表的问题；不标出来，designer 永远不知道有一支没验
C-126,真值表编辑,mux 头部标出本信号受 dft 页 iddq 门控，以及门能不能 force,保留,MW._update_mux_header 末尾,generator.pin_dft_gate,,,待落点,gui:_update_mux_header,文档没写代码里有：门能不能 force 决定这组还验不验得成，要在编辑器当场看到，而不是导出后才发现被跳过
C-127,真值表编辑,字段太窄·假绿的 mux 组，头部说明为什么整组跳过（要加宽字段或拆组，属设计层）,保留,MW._load_mux_test_items（meta['value_collision']）,mux_gen.make_mux_vectors,,,待落点,gui:_load_mux_test_items; 审计B,STATUS_HELP 里有对应档，但编辑器这条头部文案文档没写
C-128,真值表编辑,iddq DFT 门作为一行只读输入出现在真值表里（紫字），每条测试显示 force 的透传值,保留,SV._populate_truth（is_dft_gate）/ MW._ti_render_col（_ti_dft_pin）,generator.pin_dft_gate,,,待落点,清单§1; gui:_dft_pin_display,文档只在截图说明里提过『iddq 门行紫字』
C-129,真值表编辑,iddq 漏电态自检拍列的期望格用淡紫 + 说明『工具自动加的，不是反例』,保留,SV._populate_truth（DFT_BG）/ SV._is_dft_pitch_col,generator.pin_dft_gate,,,待落点,gui:_is_dft_pitch_col,文档没写代码里有：它是工具自动加的、不是用户的反例；混在琥珀反例里会被当成误加而删掉
C-130,真值表编辑,iddq 自检拍列不参与表达式重算（否则会假红当成反例）,保留,SV._recompute_col_an（_is_dft_pitch_col 早退）,—,,,待落点,gui:_recompute_col_an,文档没写代码里有：表达式不建模 iddq 门，重算会算出功能值 → 整列假红，用户会以为自己填错了
C-131,真值表编辑,门已经是本信号显式输入时不再单列一行 DFT 门（与生成/报告去重同口径）,保留,MW._dft_pin_display(input_bases=),generator.pin_dft_gate,,,待落点,gui:_dft_pin_display,文档没写代码里有：门已经是显式输入时再列一行，同一根网在真值表里出现两次、与 .sv 和报告对不上
C-132,真值表编辑,编辑（含手填期望）立刻在 .sv 预览与导出里生效,保留,SV._compute_edited → provider.render_sv / MW._vector_overrides → generator.build,topout.build_for_topout(edit_overrides=) / generator.GenOptions(vector_overrides=),,,待落点,方案§4.1; Design§10,
C-133,真值表编辑,本信号用例数实时提示（『→ 当前信号 N 条，含 X 反例（已自定义）』）,保留,SV._update_cov_hint / MW._update_cov_hint,—,,,待落点,清单§1; gui:_update_cov_hint,
C-134,真值表编辑,真值表编辑按钮按信号可编辑性启用/禁用（不可建信号不给点）,保留,SV._set_edit_buttons,topout.analyze_signal（status/editable）,,,待落点,gui:_set_edit_buttons,文档没写代码里有：不可建信号点编辑会崩或静默无效；置灰是唯一的『这条不能编辑』提示
C-135,真值表编辑,选中 mux 信号时『加列/复制/反例/改名』按钮的说明文案换成 mux 语义,保留,MW._set_ti_buttons_for_mux（_MUX_BTN_TIPS）,—,,,待落点,gui:_set_ti_buttons_for_mux,文档没写代码里有：mux 的『加列』是按 case 克隆、不是凭空造输入；沿用 logic 文案会误导
C-136,真值表编辑,导出本信号真值表 CSV（转置：每列一条测试）,保留,SV.on_export_csv / MW.on_ti_export_csv,—,,,待落点,方案§4.1; Design§10; 6月审计N7,
C-137,真值表编辑,单信号 CSV 里含 期望(bin) / force / RF_WRITE 三行（能还原驱动）,保留,MW.on_ti_export_csv（legacy 版）,sv_writer.compute_drives / sv_writer.fmt_bin,,,待落点,方案§4.1; 审计A; 审计次要,
C-138,真值表编辑,单信号 CSV 另写『期望来源』行（反例 / designer手填 / auto_out兜底）与『反例?』行,保留,SV.on_export_csv / MW.on_ti_export_csv,—,,,待落点,gui:on_export_csv,文档没写代码里有：designer 拿到 CSV 要分得清哪条是自己填的、哪条是工具兜底的
C-139,真值表编辑,mux 信号导出真值表 CSV，且忠于产物（勾了反例就带上反例列、与生成同口径去重重排号）,保留,MW._export_mux_csv,generator._dedup_negatives / vectors.add_negatives,,,待落点,gui:_export_mux_csv,文档没写代码里有：CSV 要和实际导出的 .sv 一条不差，否则核对不了
C-140,真值表编辑,两套真值表编辑器（SignalView 版 + 排查(旧)版）合成一套,合并,SV._e_* 一组 + MW.on_ti_* 一组,—,,,待落点,方案§4.2; 清单§2,
C-141,真值表编辑,真值表编辑器实现路线,保留,—,—,,,待拍板(默认=QTableView 原生实现),计划§5-2,待拍板 #2：默认=QTableView 原生实现。A5 spike 证明八项行为都做得到且 offscreen 可测（数据量 ≤ 15 行 × 60 列，不值得为它嵌一个浏览器引擎）；spike 失败再走 WebEngine 内嵌 jspreadsheet
C-142,覆盖度,全局默认覆盖档（精简 / 全面 / 穷举），所有信号的基线,保留,SV.cov（_build_coverage_panel）,"topout.topout_view_models(mode=,exhaustive=)",,,待落点,方案§4.1; Design§10,
C-143,覆盖度,用例数上限（安全阀，防穷举/全面产生过多用例）,保留,SV.maxt_spin / MW.max_tests,topout.topout_view_models(max_tests=),,,待落点,方案§4.1; Design§10,
C-144,覆盖度,覆盖度算法说明弹窗（logic 与 mux 各自三档怎么展开）,保留,SV._build_coverage_panel 的 ? 按钮（_COVERAGE_HELP）,—,,,待落点,方案§4.1; 方案§4.3; Design§10; 清单§3,主控裁决: ? 留在覆盖度控件上，诊断抽屉放链接
C-145,覆盖度,按逻辑类型整批设档：直连寄存器(F0) / 布尔位运算(F1) / 选路(F2) / 门控·iddq(F3/F4),保留,SV._build_coverage_panel（_FORM_COV_ROWS）+ SV._on_form_cov_changed,topout.topout_view_models(form_cov=),,,待落点,方案§4.1; Design§10; 清单§1,
C-146,覆盖度,每种逻辑类型给一条例子表达式 + 各档怎么展开的说明,保留,gui._FORM_COV_ROWS,—,,,待落点,清单§1; gui:_FORM_COV_ROWS,
C-147,覆盖度,本信号单点覆盖档（最高优先级，压过逻辑类型档与全局档）,保留,SV.sig_cov_combo / SV._on_sig_cov_changed / MW.on_sig_cov_changed,topout.topout_view_models(sig_cov=) / topout.analyze_signal(mode=),,,待落点,方案§4.1; Design§10; 6月审计N3,
C-148,覆盖度,三层优先级（本信号 > 逻辑类型 > 全局）在清单用例数与真值表之间同一口径,保留,SV._mode_for（与 topout._effective_cov_str 同源）,topout.topout_view_models,,,待落点,方案§4.1; Design§5-H3; gui:_mode_for,
C-149,覆盖度,切信号时『本信号覆盖度』下拉回显该信号已设的档（不触发重算）,保留,SV._sync_sig_cov_combo / MW._set_sig_cov_combo,—,,,待落点,gui:_sync_sig_cov_combo,
C-150,覆盖度,显示生效档的来源（『单点档，已压过全局』/『跟随全局 X 档=全面』）,保留,MW._set_sig_cov_combo（sig_cov_tag）,—,,,待落点,Design§5-H3; gui:_set_sig_cov_combo,
C-151,覆盖度,动全局下拉时清掉当前正在看的这个信号的单点档，让全局改动立刻可见,保留,MW._clear_displayed_sig_cov_on_global,—,,,待落点,gui:_clear_displayed_sig_cov_on_global,文档没写代码里有：用户拍板的『你拧哪个旋钮都对眼前信号生效』
C-152,覆盖度,改逻辑类型档后整张清单的用例数与当前真值表一起重算,保留,SV._on_form_cov_changed,topout.topout_view_models(form_cov=),,,待落点,gui:_on_form_cov_changed,
C-153,覆盖度,已自定义编辑过的信号，改档只影响它的清单用例数与导出，不冲掉编辑,保留,SV._on_sig_cov_changed（cur_name in edits 判定）/ MW.on_coverage_changed,—,,,待落点,gui:_on_sig_cov_changed,文档没写代码里有：改全局档不能把用户手填的期望冲掉——这是编辑与覆盖度两个系统的边界
C-154,覆盖度,只加过反例、没手改正向的信号，切全局档时正向按新档重算再补回反例,保留,MW._neg_only_rows_now / MW._set_signal_negatives（_neg_only 规则 first/all）,vectors.generate_vectors / vectors.add_negatives,,,待落点,gui:_neg_only_rows_now,文档没写代码里有：设计哲学——纯加反例不该把信号冻结成自定义
C-155,覆盖度,界面上 5 个覆盖度下拉、2 套模型收成一套,合并,SV.cov ×5 + SV._form_cov_combos + SV.sig_cov_combo + MW.coverage/coverage_mux/sig_cov_combo,—,,,待落点,方案§4.2; 清单§2; 方案§1,
C-156,覆盖度,三层塌成一个控件：平时只显示『生效档 + 来源』，点开才见三层与上限、穷举,合并,SV._build_coverage_panel + MW 的 logic覆盖/mux覆盖 两个下拉,—,,,待落点,方案§4.1; Design§5-H3; Design§11-1,
C-157,导出,导出 .sv 到文件,保留,SV.on_export_sv / MW.on_generate,topout.render_topout_sv / generator.build + generator.render,,,待落点,方案§4.1; Design§10,
C-158,导出,导出范围三选：全部（正向+反例）/ 仅正向 / 仅反例,保留,SV._ask_export_options / MW._ask_export_options（scope）,"topout.render_topout_sv(scope=) / MW._vector_overrides(positive_only=,negative_only=)",,,待落点,方案§4.1; Design§10; 6月审计#3,
C-159,导出,导出选项：给 .sv 加注释（默认关，便于 diff）,保留,SV._ask_export_options / MW._ask_export_options（comments）,topout.render_topout_sv(comments=) / generator.render(comments=),,,待落点,方案§4.1; Design§10; 6月审计#3,
C-160,导出,导出选项：末尾测试汇总 + 计数器（统计真 FAIL / NEG-broken 数）,保留,SV._ask_export_options / MW._ask_export_options（sv_summary）,topout.render_topout_sv(sv_summary=),,,待落点,方案§4.1; Design§10; 6月审计#3,
C-161,导出,导出选项：断言消息尾部追加 owner,保留,SV._ask_export_options / MW._ask_export_options（owner_in_msg）,topout.render_topout_sv(owner_in_msg=),,,待落点,方案§4.1; Design§10; 6月审计#3,
C-162,导出,导出选项记住上次选择，下次预选,保留,SV._ask_export_options / MW._ask_export_options（_save_settings）,—,,,待落点,清单§3; gui:_ask_export_options,
C-163,导出,两个『导出 .sv 选项』对话框（默认值不同却共用同一份设置）合成一个,合并,SV._ask_export_options + MW._ask_export_options,—,,,待落点,方案§4.2; 清单§3; 清单§7,
C-164,导出,重复 assert 标号（非法 SV）在写文件前弹确认，列出冲突的标号与两个信号,保留,MW._confirm_dup_labels（SV.on_export_sv / MW.on_generate 都调）,generator.build（dup_labels）/ topout.build_for_topout,,,待落点,方案§4.1; Design§10; 审计C; 6月审计N9,
C-165,导出,导出完成摘要：信号数 / 断言块数 / 测试用例数（其中反例几条、designer 手填期望几条）/ 只记账不产断言几个,保留,SV._export_summary_text,topout.render_topout_sv（summary）,,,待落点,方案§4.1; 6月审计#3,
C-166,导出,导出完成摘要点名有哪些信号只记账不产断言,保留,SV._export_summary_text（accounted）,topout.render_topout_sv（accounted）,,,待落点,Design§8-2; 清单§7; gui:_export_summary_text,
C-167,导出,导出 .sv 完成后点名跳过了哪些信号、每个缺哪几根输入（可展开明细）,保留,MW.on_generate（box.setDetailedText + gui._skipped_detail_text）,generator.build（skipped）,,,待落点,方案§4.1; Design§3-Q1; Design§8-2; 清单§7,
C-168,导出,导出完成后自动跳到 .sv 预览页显示这次的内容,保留,SV.on_export_sv（inner.setCurrentIndex(1)）,—,,,待落点,gui:on_export_sv,文档没写代码里有：导出完能立刻看到写出去的是什么，不必再开文件
C-169,导出,按导出范围给不同的默认文件名（wr_rf_tc.sv / _pos.sv / _neg.sv）,保留,MW.on_generate（default_name）,—,,,待落点,gui:on_generate,文档没写代码里有：仅正向 / 仅反例两份不能互相覆盖，默认文件名就把这事挡住
C-170,导出,汇总命名块按范围加后缀（_pos/_neg），两份贴进同一作用域也不重名,保留,MW.on_generate（block_suffix）,generator.render(block_suffix=),,,待落点,gui:on_generate,文档没写代码里有：两份 .sv 贴进同一个 task 体里不重名，否则 elaboration 失败
C-171,导出,写文件失败时说清楚是不是被仿真器/编辑器占用,保留,MW.on_generate（except OSError）,—,,,待落点,gui:on_generate,文档没写代码里有：文件被仿真器/编辑器开着是最常见的写出失败原因，直接说出来省一轮排查
C-172,导出,预览完在状态栏报：信号 / 断言块 / 用例（反例、手填期望）/ 记账 各几条,保留,SV.on_preview / MW.on_preview,topout.render_topout_sv（summary）,,,待落点,清单§5-7; gui:on_preview,
C-173,导出,导出报告 HTML（汇总 + 每信号真值表 + 完整明细 + 可验证性）,保留,SV.on_export_report / MW.on_report,cli.write_report / topout.topout_report,,,待落点,方案§4.1; Design§10,
C-174,导出,导出报告 CSV（明细 + 汇总 + 可验证性三份扁平表）,保留,SV.on_export_report / MW.on_report,cli.write_report,,,待落点,方案§4.1; Design§10,
C-175,导出,导出报告 Excel（真值表 sheet 给 designer 看，autofilter + 冻结表头）,保留,MW.on_report（legacy 独有）,cli.write_report,,,待落点,方案§4.1; Design§10; 审计C; 清单§2,
C-176,导出,选了 Excel 格式就存成 .xlsx（按所选格式纠正扩展名，不出双扩展名）,保留,MW.on_report（want_ext 纠正）,—,,,待落点,方案§4.1; 审计C; 审计次要,
C-177,导出,报告导出完成报『范围（勾选 N 个 / 全部）· 用例 N 条 · 反例 N 条』并列出写了哪几个文件,保留,MW.on_report 完成弹窗,cli.write_report（written）,,,待落点,方案§4.1; 审计C; 审计次要,
C-178,导出,报告只导勾选的信号,保留,SV.on_export_report(only=) / MW.on_report(sel),topout.topout_report(only=),,,待落点,方案§4.1; 6月审计N6,
C-179,导出,回填 for_test 页到一份新 Excel（复制源表全部 sheet，只替换 for_test）,保留,SV.on_fortest / MW.on_fortest,fortest_writer.write_fortest / topout.report_for_topout,,,待落点,方案§4.1; Design§10,
C-180,导出,回填时拒绝把源 Excel 当输出名（防覆盖源表）,保留,MW.on_fortest（abspath 比对）,—,,,待落点,方案§4.1; 审计C; 审计次要,
C-181,导出,回填时自动补 .xlsx 扩展名,保留,MW.on_fortest,—,,,待落点,方案§4.1; 审计C; 审计次要,
C-182,导出,回填完成报回填了几组、mux 信号有几个没进 for_test 及原因,保留,MW.on_fortest 完成弹窗,fortest_writer.write_fortest（返回组数）,,,待落点,方案§4.1; 审计C; 审计次要,
C-183,导出,回填只导勾选的信号,保留,SV.on_fortest(only=) / MW.on_fortest(sel),topout.report_for_topout(only=),,,待落点,方案§4.1; 6月审计N6,
C-184,导出,回填含 mux 表,保留,SV.on_fortest（include_mux=True）,fortest_writer.write_fortest(include_mux=),,,待落点,gui:_TopoutProvider.fortest,文档没写代码里有：SignalView 走 include_mux=True，legacy 不带
C-185,导出,导出 nets.txt（要在 ENV_RF 层定位的网清单，给红区跑 scan_rtl）,降级(诊断抽屉),MW.on_export_nets / SV.on_export_nets,rtl_scan.collect_nets / rtl_scan.render_nets_text,,,待落点,方案§4.1; 方案§4.3; Design§10; 6月审计N5,
C-186,导出,nets.txt 按类别勾选导出（Topout+cone 输入 / 仅 Topout 探针 / logic / mux / dft / iddq），每类带说明,降级(诊断抽屉),MW._ask_nets_pages（_NETS_CAT_INFO）,rtl_scan.collect_nets(pages=) / pageviews.PAGES,,,待落点,方案§4.1; Design§10; 清单§3,
C-187,导出,nets.txt 类别只列本表真有内容的页（空页不出现）,降级(诊断抽屉),MW._nets_categories,pageviews.page_available,,,待落点,gui:_nets_categories,文档没写代码里有：空页导出也是空，列出来只会让人以为导漏了
C-188,导出,nets.txt 类别记住上次勾选，下次预选（默认全勾）,降级(诊断抽屉),MW._ask_nets_pages（settings['nets_pages']）,—,,,待落点,清单§3; gui:_ask_nets_pages,
C-189,导出,nets.txt 导出完成报总网数 + 各类别分项计数，并给出跨机器三步下一步指引,降级(诊断抽屉),MW.on_export_nets 完成弹窗,rtl_scan.collect_nets,,,待落点,Design§3-Q6; gui:on_export_nets,
C-190,导出,导出完整配置 .json（勾选 / 全局档 / 探针前缀 / 强制 force / 全部测试编辑）给同事或换机器用,保留,MW.on_export_edits + MW._collect_config,—,,,待落点,方案§4.1; Design§10; 审计C; 审计Top10-10; 6月审计#1a,
C-191,导出,导出配置完成后逐段报数（勾选几个 / 全局档 / 前缀几条 / 强制 force 几个 / 编辑几个信号、手填期望几条）,保留,MW.on_export_edits 完成弹窗,—,,,待落点,gui:on_export_edits,文档没写代码里有：配置是给同事用的交付物，导出时要能当场确认带走了哪些东西
C-192,导出,导入配置（完整配置=先清空再照单恢复；旧版测试项编辑文件=只并入测试编辑）,保留,MW.on_import_edits + MW._reset_all_config_state + MW._apply_global_settings,—,,,待落点,方案§4.1; Design§10; 审计C; 6月审计#1a,
C-193,导出,导入配置时按文件名核对源表，不一致就提示『这份配置是为《X》导出的，当前是《Y》』,保留,MW.on_import_edits（excel_mismatch）,—,,,待落点,gui:on_import_edits,文档没写代码里有：拿错配置导进来会静默落空；按文件名（不按全路径）提示，跨机器路径不同不误报
C-194,导出,导入配置时列出文件里有、当前表里找不到的信号名与原因（最多 30 个 + 总数）,保留,MW.on_import_edits + MW._apply_edits_bucket（missing）,—,,,待落点,Design§8-2; gui:_apply_edits_bucket,
C-195,导出,导入的不是 dreg_verify 配置文件时明确说缺哪个段，不静默失败,保留,MW.on_import_edits（is_full/is_legacy 判定）,—,,,待落点,gui:on_import_edits,文档没写代码里有：不说清缺哪个段，用户只会反复试别的文件
C-196,导出,导出 claims.json（每个信号探哪根网、force/写哪些网、名字是查到的还是猜的）给红区诊断脚本,新增,GUI 无入口（仅 CLI --export-claims）,cli._export_claims / generator.NAMING_MODEL_TOPOUT,,,待落点,方案§4.1; 方案§5-4; Design§10; 清单§2,
C-197,导出,一个导出中心列全 6 种交付物：交付物 × 范围 × 选项 × 上次导出到哪,新增,旧为 5 个分散按钮 + 2 个对话框,—,,,待落点,方案§4.1; Design§5-H4; Design§11-2-⑥,
C-198,导出,每种交付物记住上次导出到哪个目录,新增,无（只有 nets.txt 用源表目录做默认）,—,,,待落点,Design§5-H4,
C-199,导出,所有导出完成反馈统一成『跳过项名字 + 原因在前、计数在后』,新增,SV.on_export_sv 现只给纯计数,—,,,待落点,Design§5-H4; Design§8-2; 清单§7,
C-200,诊断,探针前缀映射编辑器（信号名 → ENV_RF 下的层级路径）,降级(诊断抽屉),MW.on_set_probe_prefix / SV.on_set_prefix,generator.parse_probe_prefix_lines / resolver.Resolver(wire_prefixes=),,,待落点,方案§4.1; 方案§4.3; Design§10; 审计C,
C-201,诊断,探针前缀支持合并写法（路径只写一次，其下信号名逗号/换行分隔）与扁平写法混用，# 开头是注释,降级(诊断抽屉),MW.on_set_probe_prefix（hint）,generator.parse_probe_prefix_lines / generator.render_probe_prefix_grouped,,,待落点,清单§3; gui:on_set_probe_prefix,
C-202,诊断,探针前缀从 .txt 导入（与现有合并，同名以导入为准）——接红区 scan_rtl 的 probe_prefixes.txt,降级(诊断抽屉),MW.on_set_probe_prefix.do_import,generator.parse_probe_prefix_lines,,,待落点,方案§4.1; Design§3-Q6; Design§10; 清单§3,
C-203,诊断,探针前缀导出成 .txt（换表/给同事复用）,降级(诊断抽屉),MW.on_set_probe_prefix.do_export,generator.render_probe_prefix_grouped,,,待落点,方案§4.1; Design§10; 清单§3,
C-204,诊断,改完探针前缀报影响面：共 N 条映射、影响 M 个信号,降级(诊断抽屉),MW.on_set_probe_prefix 末尾,—,,,待落点,gui:on_set_probe_prefix,文档没写代码里有：配完前缀到底解决了几个信号，是决定要不要再跑一轮 scan_rtl 的依据
C-205,诊断,改完探针前缀重建各视图清单时保住用户已有的勾选（不被重置成全勾）,降级(诊断抽屉),MW.on_set_probe_prefix（_collect_view_checks/_apply_view_checks 往返）,—,,,待落点,gui:on_set_probe_prefix,文档没写代码里有：重建清单会把勾选重置成全勾；不保住就等于把用户挑了半天的导出集清掉了
C-206,诊断,强制 force 信号名单编辑器：列进来的信号跳过展开、直接 force 顶层基名网,降级(诊断抽屉),MW.on_set_force_signals / SV.on_set_force,resolver.Resolver(force_overrides=) / generator.GenOptions(force_overrides=),,,待落点,方案§4.1; 方案§4.3; Design§10; 审计C; 审计Top10-9,
C-207,诊断,强制 force 名单支持行尾 # 注释、留空=清除,降级(诊断抽屉),MW.on_set_force_signals（split('#')）,—,,,待落点,gui:on_set_force_signals,文档没写代码里有：名单要能带着『为什么加这一条』一起交给同事
C-208,诊断,强制 force 名单能导入/导出（跟探针前缀一样可复用）,新增,无（编辑器只有粘贴）,—,,,待落点,清单§7; Design§8-3,
C-209,诊断,强制 force 名单对 Topout 视图与页本地视图的分析与 .sv 都真正生效,保留,_TopoutProvider._fo / _PageProvider._fo,topout.topout_view_models(force_overrides=) / pageviews.page_view_models(force_overrides=),,,待落点,方案§4.1; 审计C; 审计Top10-9,
C-210,诊断,RTL 补充逻辑编辑器：Excel 真表缺某信号的 ECO 级时手工补一条等价表达式来扫真值表,降级(诊断抽屉),MW.on_logic_overrides / SV.on_logic_overrides,generator._logic_with_overrides / generator.GenOptions(logic_overrides=),,,待落点,方案§4.1; 方案§4.3; Design§10; 6月审计N4,
C-211,诊断,RTL 补充逻辑『插入模板(当前信号)』：预填原表达式与原输入映射,降级(诊断抽屉),MW._supplement_template,generator.make_supplement_signal,,,待落点,方案§4.1; Design§10; 清单§3,
C-212,诊断,RTL 补充逻辑从 .json 文件导入,降级(诊断抽屉),MW.on_logic_overrides._from_file,—,,,待落点,方案§4.1; Design§10; 清单§3,
C-213,诊断,RTL 补充逻辑六道校验（信号名占位符未替换 / spec 非对象 / 缺 expr / inputs 非空列表 / 表达式解析 / 变量没有 input 映射），不通过不保存并逐条列错,降级(诊断抽屉),MW._validate_supplements,expr.parse / expr.collect_vars / generator.make_supplement_signal,,,待落点,gui:_validate_supplements,文档没写代码里有：补充式是偏离 Excel 的手写逻辑，写错会静默生成错断言；不通过不保存是唯一防线
C-214,诊断,补充的基名不在当前 Excel logic 页时提示『将作为纯新增合成信号生成』,降级(诊断抽屉),MW.on_logic_overrides（unknown）,—,,,待落点,gui:on_logic_overrides,文档没写代码里有：补一个表里没有的基名是合法用法，但也可能是名字打错了，必须问一声
C-215,诊断,用了 RTL 补充逻辑的信号，真值表头部挂琥珀横幅 + 理由,保留,MW._update_ti_header（supp_tag + setStyleSheet）,—,,,待落点,方案§4.1; 审计A; 审计次要,
C-216,诊断,Topout 视图的展开也看得到 RTL 补充信号（补充的新输入自动成为真值表维度）,保留,_TopoutProvider._supplemented（swap-and-restore）,generator._logic_with_overrides,,,待落点,6月审计N4; gui:_supplemented,
C-217,诊断,『缺前缀是否强制生成』做成可见开关（现在 Topout 路径写死开着）,降级(诊断抽屉),MW.include_risky_chk / MW.on_include_risky_changed（legacy 独有）,generator.GenOptions(include_risky=) / topout.py 写死 True,,,待落点,方案§4.3; Design§10; 审计C; 清单§7,
C-218,诊断,级联模式说明窗（展开上游 vs force级联网 的图解与选择建议）,降级(诊断抽屉),MW._open_cascade_doc,—,,,待落点,方案§4.1; 清单§3,
C-219,诊断,级联说明窗真的读到 docs/级联模式说明.md（现在永远显示『仓库根目录没找到该文件』）,降级(诊断抽屉),MW._open_cascade_doc（路径已修为 docs/）,—,,,待落点,方案§3-轨0-7; 清单§7; 方案§7,
C-220,诊断,级联说明每次打开重读文件，文档更新不用重启工具,降级(诊断抽屉),MW._open_cascade_doc,—,,,待落点,gui:_open_cascade_doc,文档没写代码里有：文档更新后不用重启工具，说明窗永远是最新的
C-221,诊断,『仿真器找不到这根网』按症状组织成三步：导 nets.txt → 红区跑 scan_rtl → 导入前缀,新增,旧为一排孤立按钮,rtl_scan.collect_nets,,,待落点,Design§3-Q6; Design§5-H5; Design§11-2-⑦,
C-222,诊断,逻辑展开说明（工具怎么从顶层输出回溯到源寄存器）,新增,无,—,,,待落点,Design§10,
C-223,诊断,logic 级联 / mux 级联下拉（展开上游 vs force级联网）,删除,MW.cascade_logic_combo / MW.cascade_mux_combo / MW.on_cascade_mode_changed,"resolver.Resolver(cascade_mode=) / generator.GenOptions(logic_cascade=,mux_cascade=)",,,待落点,方案§4.4; 方案§5-2; 用户2026-06-23; 清单§1,
C-224,诊断,本信号级联下拉（单点压过全局）,删除,MW.sig_cascade_combo / MW.on_sig_cascade_changed,generator.GenOptions(sig_cascade=),,,待落点,方案§4.4; 方案§5-2; 用户2026-06-23; 审计A,
C-225,诊断,logic 加尾缀 / mux 加尾缀 全局开关,删除,MW.append_to_logic_chk / MW.append_to_mux_chk,"resolver.Resolver(append_to_logic=,append_to_mux=)",,,待落点,方案§4.4; 方案§5-2; 用户2026-06-23; 清单§1,
C-226,诊断,本信号探尾缀网单点开关,删除,MW.suffix_chk / MW.on_suffix_changed / MW._save_suffix_override,resolver.Resolver(suffix_override=) / generator.GenOptions(suffix_override=),,,待落点,方案§4.4; 方案§5-2; 用户2026-06-23; 审计A,
C-227,持久化与兼容,旧 ~/.dreg_verify_gui.json 的全部键仍可载入（不因升级丢同事的设置）,保留,gui._load_settings / gui._save_settings,—,,,待落点,计划§2-硬护栏; 计划§3-A3,键全集：last_excel / cov_<view_id> / maxt_<view_id> / coverage / coverage_logic / coverage_mux / max_tests / cascade_mode / cascade_logic / cascade_mux / append_to_logic / append_to_mux / include_risky / export_scope / export_comments / export_sv_summary / export_owner_in_msg / nets_pages / probe_prefixes{excel路径:{}} / force_signals{excel路径:[]} / suffix_override{excel路径:{}} / logic_overrides{excel路径:{}}
C-228,持久化与兼容,记住上次载入的 Excel 路径,保留,gui._load_last_excel / gui._save_last_excel（键 last_excel）,—,,,待落点,清单§5-1; gui:_save_last_excel,
C-229,持久化与兼容,每个视图各自记住全局覆盖档与用例上限（键 cov_<view_id> / maxt_<view_id>）,保留,SV._persist_cov / SV._persist_maxt,—,,,待落点,6月审计N2; gui:_persist_cov,
C-230,持久化与兼容,legacy 侧的 logic/mux 覆盖档与用例上限持久化（键 coverage_logic / coverage_mux / max_tests，兼容只有旧 coverage 单键的文件）,保留,MW._persist_coverage + MW._build_ui 启动恢复,—,,,待落点,6月审计N2; gui:_persist_coverage,
C-231,持久化与兼容,导出 .sv 四个选项持久化（export_scope / export_comments / export_sv_summary / export_owner_in_msg）,保留,SV._ask_export_options / MW._ask_export_options,—,,,待落点,6月审计#3; gui:_ask_export_options,
C-232,持久化与兼容,nets.txt 类别勾选持久化（键 nets_pages）,保留,MW._ask_nets_pages,—,,,待落点,gui:_ask_nets_pages,
C-233,持久化与兼容,探针前缀 / 强制 force 名单 / 单点尾缀 / RTL 补充逻辑 按 Excel 路径分桶持久化，换表自动恢复,保留,MW._save_probe_prefixes / _save_force_signals / _save_suffix_override / _save_logic_overrides,—,,,待落点,gui:_save_probe_prefixes; gui:on_load,
C-234,持久化与兼容,SignalView 桶（~/.dreg_verify_edits.json 的 view_edits / view_checks，按 view_id 分子桶）v2 必须能读,保留,SV._serialize_view_edits / SV._restore_view_edits / MW._collect_view_edits / MW._restore_views_from_bucket,—,,,待落点,计划§2-硬护栏; 计划§3-A3; 6月审计#2,"子桶字段：{view_id: {信号名低: {kind, src_out_name, name, renamed, cols:[{name,neg,vals,exp,auto,auto_w,user,dft,case_index}]}}}"
C-235,持久化与兼容,旧 legacy 桶（edits / neg_only / mux_expected / mux_neg / mux_data / mux_dropped / mux_cleared / mux_user_vecs / signals_checked）默认不读不删,保留,MW._persist_edits / MW._apply_edits_bucket / gui._serialize_rows / gui._serialize_mux_vecs,—,,,待落点,计划§2-硬护栏; 计划§3-A3; 方案§5-1,v2 删掉排查(旧)后这些键不再产生也不消费；文件里已有的原样保留，不迁移、不清除，以免同事回退旧版丢活
C-236,持久化与兼容,编辑按『已载入』的 Excel 路径分桶（改了路径没点加载时，编辑仍算旧表的）,保留,MW._persist_edits（_loaded_excel_path）,—,,,待落点,gui:_persist_edits,文档没写代码里有：用户改了路径还没点加载时，这批编辑仍属于旧表；分错桶 = 编辑落到别的表上
C-237,持久化与兼容,换表时先清空各视图编辑再按本表的桶还原（上一张表的编辑不会按同名串进新表）,保留,MW._restore_views_from_bucket,—,,,待落点,gui:_restore_views_from_bucket,文档没写代码里有：不清就会静默写错断言
C-238,持久化与兼容,恢复编辑时按当前表与覆盖度重新分析、重算 auto_out（改表后不留陈旧假绿）,保留,SV._restore_cols（_recompute_col_an）,vectors.make_vector_from_base_values,,,待落点,6月审计#2; gui:_restore_cols,
